Selected Redman 2013 ThAr lines.  Vacuum lam from energy levels.
lambda(nm)    Bright  dlambda(nm)
 847.4927660    160.  0.0000140
 848.0687351  15000.  0.0000020
 848.0860910   2600.  0.0000030
 848.5632770    140.  0.0000120
 848.8894460    130.  0.0000060
 849.8511820    140.  0.0000100
 849.8670100    390.  0.0000090
 849.8794890    500.  0.0000030
 850.3014980    350.  0.0000150
 850.3776180    280.  0.0000120
 851.2962170   1600.  0.0000050
 851.4248120    210.  0.0000060
 851.8894350   1200.  0.0000080
 852.1672210    690.  0.0000030
 853.3254360    130.  0.0000080
 853.3794510    160.  0.0000040
 853.7024850    150.  0.0000040
 854.2139098   1500.  0.0000022
 854.6069630   1100.  0.0000040
 854.6942930    690.  0.0000120
 855.7294125   2800.  0.0000024
 855.8675460   1300.  0.0000040
 855.8949340    230.  0.0000040
 856.0797590    230.  0.0000040
 856.2786320    160.  0.0000050
 856.6495260    130.  0.0000100
 856.7193260    130.  0.0000230
 857.0562300    280.  0.0000300
 857.5475592   7500.  0.0000021
 857.7686550    260.  0.0000080
 857.9633170   1400.  0.0000050
 859.0803830    140.  0.0000050
 859.4198990    440.  0.0000230
 859.5469190    610.  0.0000060
 860.2118390     95.  0.0000150
 861.8588530    700.  0.0000100
 862.3691065    330.  0.0000023
 863.1512410    110.  0.0000120
 863.3727390    160.  0.0000120
 863.8113680    220.  0.0000230
 864.0735050    660.  0.0000060
 864.1814780   1500.  0.0000030
 864.7683430    910.  0.0000100
 865.0770160    120.  0.0000100
 865.1524720    320.  0.0000050
 865.8253570    750.  0.0000050
 866.7865456   6700.  0.0000021
 866.9826400    150.  0.0000090
 867.0496990    760.  0.0000040
 868.4602680    120.  0.0000070
 868.8478470    170.  0.0000160
 869.0234120    590.  0.0000030
 869.3721060    160.  0.0000090
